Name,Category,Google Map URL,Lat,Lng,Location Detail
Crystal Design Center (CDC),Community Mall,https://goo.gl/maps/FCrf6HN4SwahcW1U9,13.80418647,100.6174945,888 ถนน ประดิษฐ์มนูธรรม แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240
